Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
half-true,Democrat,0.25,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
barely-true,Other,-1.25,Business & Industry Leaders,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.4274193548387097,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Independent,0.956989247311828,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,1.3,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Other,0.17391304347826086,Media Professionals,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.1111111111111111,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.375,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
half-true,Other,1.25,Media Professionals,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.65,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.375,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Social Issues,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
false,Other,-1.375,Media Professionals,Economy and Finance,Other,NEGATIVE,SUBJECTIVE
barely-true,Democrat,-0.36,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.5,Government Officials,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Business & Industry Leaders,Other,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Healthcare,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Democrat,1.0925925925925926,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.2619047619047619,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Republican,0.0,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Business & Industry Leaders,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.030303030303030304,Others,Law and Ethics,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Other,Other,NEGATIVE,SUBJECTIVE
half-true,Republican,-0.030303030303030304,Others,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Other,-2.5,Education & Non-Profit,Social Issues,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.0625,Legal & Advocacy,Other,Other,POSITIVE,SUBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-1.0,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,1.375,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Legal & Advocacy,Other,Print and Online Publications,POSITIVE,OBJECTIVE
false,Republican,-0.5,Government Officials,Politics and Government,Other,NEGATIVE,SUBJECTIVE
mostly-true,Other,1.6,Others,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Independent,0.625,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.875,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7916666666666666,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.0625,Legal & Advocacy,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,-0.5,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.19444444444444445,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-1.3214285714285714,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,-0.75,Others,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Other,0.13636363636363635,Media Professionals,Politics and Government,Other,NEGATIVE,SUBJECTIVE
mostly-true,Independent,0.16666666666666666,Legal & Advocacy,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.0,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.3333333333333333,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Media,0.5,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,0.6818181818181818,Government Officials,Healthcare,Other,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.3333333333333333,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.03333333333333333,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
mostly-true,Media,0.06818181818181818,Media Professionals,Social Issues,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.0,Others,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Democrat,-0.375,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.5,Legal & Advocacy,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.16666666666666666,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.6,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Other,Other,NEGATIVE,SUBJECTIVE
false,Republican,-0.46153846153846156,Education & Non-Profit,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
pants-fire,Other,-2.3333333333333335,Media Professionals,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
false,Independent,0.956989247311828,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,0.4274193548387097,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,0.7,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-1.75,Education & Non-Profit,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.42857142857142855,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Democrat,-0.75,Government Officials,Other,Other,NEGATIVE,SUBJECTIVE
half-true,Democrat,1.0,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.11363636363636363,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
false,Other,-0.1388888888888889,Education & Non-Profit,Other,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.25,Business & Industry Leaders,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.14814814814814814,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,1.048780487804878,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.34523809523809523,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,-1.3214285714285714,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Business & Industry Leaders,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,1.15,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Other,-2.0,Media Professionals,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.5,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
false,Other,-2.0,Others,Social Issues,Other,NEGATIVE,SUBJECTIVE
half-true,Republican,1.1111111111111112,Government Officials,Politics and Government,Other,NEGATIVE,SUBJECTIVE
false,Republican,-2.0,Others,Economy and Finance,Personal and Campaign Communications,POSITIVE,SUBJECTIVE
mostly-true,Republican,2.0,Government Officials,Politics and Government,Social Media and Online Platforms,POSITIVE,OBJECTIVE
mostly-true,Other,0.0,Others,Law and Ethics,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.6228070175438597,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.34523809523809523,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Other,-1.25,Business & Industry Leaders,Other,Social Media and Online Platforms,POSITIVE,OBJECTIVE
true,Other,0.7777777777777778,Media Professionals,Healthcare,Print and Online Publications,POSITIVE,OBJECTIVE
false,Republican,0.17142857142857143,Government Officials,Social Issues,Broadcast Media,NEGATIVE,SUBJECTIVE
pants-fire,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Democrat,0.34523809523809523,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,0.6935483870967742,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,0.23076923076923078,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.5925925925925926,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
false,Other,-2.0,Media Professionals,Social Issues,Other,POSITIVE,OBJECTIVE
false,Republican,0.375,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.0625,Legal & Advocacy,Other,Other,NEGATIVE,SUBJECTIVE
false,Republican,-0.20833333333333334,Media Professionals,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,1.05,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.0925925925925926,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Republican,0.4076923076923077,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.3125,Others,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.11363636363636363,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.0,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Republican,-0.5,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.6666666666666667,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.75,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Republican,2.0,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Republican,1.25,Education & Non-Profit,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,0.6935483870967742,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,-0.08333333333333333,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Republican,0.0,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
false,Other,-2.0,Legal & Advocacy,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,-0.2,Others,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,0.53125,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.5,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-0.5555555555555556,Government Officials,Other,Other,NEGATIVE,SUBJECTIVE
false,Democrat,0.4274193548387097,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,SUBJECTIVE
mostly-true,Republican,0.42,Others,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.6228070175438597,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,0.9722222222222222,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Healthcare,Social Media and Online Platforms,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,1.6666666666666667,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.75,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
false,Other,-2.0,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
